model,language,pair_id,order,verdict_mismatch,margin_original,margin_repeat,abs_margin_original,logit_A_original,logit_A_repeat,logit_B_original,logit_B_repeat,max_logit_diff,c,b,tie_c,boundary
OpenGVLab/InternVL3-8B,python,u3_1234,BA,True,0.0,-0.125,0.0,32.0,30.0,32.0,30.125,2.0,1.375,1.375,False,True
OpenGVLab/InternVL3-8B,python,u3_1235,AB,False,1.125,1.125,1.125,31.5,30.875,30.375,29.75,0.625,-0.125,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1235,BA,False,1.375,1.375,1.375,32.25,31.0,30.875,29.625,1.25,-0.125,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1236,AB,False,-0.75,-0.375,0.75,28.125,29.75,28.875,30.125,1.625,-2.125,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1236,BA,False,3.5,3.625,3.5,33.5,33.75,30.0,30.125,0.25,-2.125,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1237,AB,False,2.5,2.625,2.5,35.25,33.25,32.75,30.625,2.125,1.0625,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1237,BA,False,0.375,0.25,0.375,29.375,29.125,29.0,28.875,0.25,1.0625,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1238,AB,False,0.75,0.375,0.75,33.0,32.0,32.25,31.625,1.0,0.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1238,BA,False,0.375,0.25,0.375,30.875,31.0,30.5,30.75,0.25,0.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1239,AB,False,1.125,1.0,1.125,32.5,31.625,31.375,30.625,0.875,0.25,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1239,BA,False,0.625,0.5,0.625,32.5,30.5,31.875,30.0,2.0,0.25,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1240,AB,False,0.75,0.75,0.75,30.375,31.5,29.625,30.75,1.125,0.625,0.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1240,BA,False,-0.5,-0.375,0.5,29.5,29.375,30.0,29.75,0.25,0.625,0.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1241,AB,False,0.125,0.25,0.125,29.5,30.0,29.375,29.75,0.5,-0.75,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1241,BA,False,1.625,1.625,1.625,33.0,33.5,31.375,31.875,0.5,-0.75,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1242,AB,False,3.625,3.625,3.625,33.75,34.0,30.125,30.375,0.25,2.125,1.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1242,BA,False,-0.625,-0.625,0.625,30.875,31.375,31.5,32.0,0.5,2.125,1.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1243,AB,False,-1.0,-1.125,1.0,29.75,28.25,30.75,29.375,1.5,-1.875,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1243,BA,False,2.75,3.0,2.75,35.25,34.0,32.5,31.0,1.5,-1.875,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1244,AB,False,2.375,2.25,2.375,33.25,34.25,30.875,32.0,1.125,1.3125,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1244,BA,False,-0.25,-0.125,0.25,28.75,30.0,29.0,30.125,1.25,1.3125,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1245,AB,False,0.625,0.75,0.625,31.5,30.0,30.875,29.25,1.625,0.25,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1245,BA,False,0.125,0.25,0.125,28.875,30.5,28.75,30.25,1.625,0.25,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1246,AB,False,0.25,0.625,0.25,30.5,32.25,30.25,31.625,1.75,0.0,0.25,True,False
OpenGVLab/InternVL3-8B,python,u3_1246,BA,False,0.25,0.5,0.25,30.125,32.25,29.875,31.75,2.125,0.0,0.25,True,False
OpenGVLab/InternVL3-8B,python,u3_1247,AB,False,1.25,1.25,1.25,30.625,32.5,29.375,31.25,1.875,0.4375,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1247,BA,False,0.375,0.25,0.375,31.375,30.75,31.0,30.5,0.625,0.4375,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1248,AB,False,0.125,0.0,0.125,29.875,30.25,29.75,30.25,0.5,-0.5625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1248,BA,False,1.25,1.125,1.25,33.0,30.875,31.75,29.75,2.125,-0.5625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1249,AB,False,1.75,1.75,1.75,31.5,31.625,29.75,29.875,0.125,0.75,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1249,BA,False,0.25,0.375,0.25,28.375,29.375,28.125,29.0,1.0,0.75,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1250,AB,False,1.375,1.5,1.375,30.875,32.5,29.5,31.0,1.625,0.5625,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1250,BA,True,0.25,-0.25,0.25,31.375,29.25,31.125,29.5,2.125,0.5625,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1251,AB,False,1.75,1.75,1.75,31.75,35.0,30.0,33.25,3.25,0.875,0.875,False,True
OpenGVLab/InternVL3-8B,python,u3_1251,BA,False,0.0,0.0,0.0,30.625,29.25,30.625,29.25,1.375,0.875,0.875,False,True
OpenGVLab/InternVL3-8B,python,u3_1252,AB,False,1.5,1.75,1.5,31.125,32.0,29.625,30.25,0.875,1.5,0.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1252,BA,False,-1.5,-1.5,1.5,29.375,29.25,30.875,30.75,0.125,1.5,0.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1253,AB,False,1.0,1.0,1.0,31.5,30.75,30.5,29.75,0.75,0.5,0.5,False,True
OpenGVLab/InternVL3-8B,python,u3_1253,BA,True,0.0,-0.125,0.0,28.75,29.75,28.75,29.875,1.125,0.5,0.5,False,True
OpenGVLab/InternVL3-8B,python,u3_1254,AB,False,2.75,3.0,2.75,34.25,33.0,31.5,30.0,1.5,1.5,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1254,BA,False,-0.25,-0.375,0.25,29.625,30.375,29.875,30.75,0.875,1.5,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1255,AB,True,-0.375,0.125,0.375,29.375,31.875,29.75,31.75,2.5,-1.125,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1255,BA,False,1.875,2.25,1.875,32.0,32.75,30.125,30.5,0.75,-1.125,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1256,AB,False,1.125,1.0,1.125,31.5,30.125,30.375,29.125,1.375,0.5,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1256,BA,False,0.125,0.25,0.125,29.75,29.0,29.625,28.75,0.875,0.5,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1257,AB,False,-0.5,-0.625,0.5,29.375,29.75,29.875,30.375,0.5,-0.5,0.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1257,BA,False,0.5,0.375,0.5,30.5,30.0,30.0,29.625,0.5,-0.5,0.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1258,AB,False,1.25,1.375,1.25,30.75,31.125,29.5,29.75,0.375,0.5,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1258,BA,False,0.25,0.25,0.25,30.25,29.375,30.0,29.125,0.875,0.5,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1259,AB,False,3.5,3.5,3.5,33.75,37.0,30.25,33.5,3.25,1.9375,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1259,BA,False,-0.375,-0.375,0.375,29.0,30.5,29.375,30.875,1.5,1.9375,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1260,AB,False,0.5,0.375,0.5,30.375,28.75,29.875,28.375,1.625,-0.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1260,BA,False,1.125,1.0,1.125,31.375,30.875,30.25,29.875,0.5,-0.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1261,AB,False,-0.5,-0.5,0.5,30.125,29.125,30.625,29.625,1.0,-1.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1261,BA,False,2.125,2.0,2.125,31.75,31.75,29.625,29.75,0.125,-1.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,python,u3_1262,AB,False,2.25,1.875,2.25,34.75,33.5,32.5,31.625,1.25,0.9375,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1262,BA,False,0.375,0.375,0.375,30.0,30.75,29.625,30.375,0.75,0.9375,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1263,AB,False,2.5,2.625,2.5,33.5,33.0,31.0,30.375,0.625,1.5,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1263,BA,False,-0.5,-0.75,0.5,30.0,29.625,30.5,30.375,0.375,1.5,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1264,AB,False,0.0,0.0,0.0,31.875,32.5,31.875,32.5,0.625,-0.625,0.625,False,True
OpenGVLab/InternVL3-8B,python,u3_1264,BA,False,1.25,1.125,1.25,30.875,32.75,29.625,31.625,2.0,-0.625,0.625,False,True
OpenGVLab/InternVL3-8B,python,u3_1265,AB,False,2.5,2.5,2.5,32.5,32.5,30.0,30.0,0.0,1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1265,BA,False,-0.25,-0.375,0.25,30.0,30.375,30.25,30.75,0.5,1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1266,AB,False,3.5,3.875,3.5,36.0,35.75,32.5,31.875,0.625,2.0625,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1266,BA,False,-0.625,-0.75,0.625,29.25,29.25,29.875,30.0,0.125,2.0625,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1267,AB,False,1.0,1.0,1.0,31.5,33.5,30.5,32.5,2.0,0.375,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1267,BA,False,0.25,0.125,0.25,29.75,30.375,29.5,30.25,0.75,0.375,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1268,AB,False,1.125,1.0,1.125,31.375,30.375,30.25,29.375,1.0,0.1875,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1268,BA,False,0.75,0.875,0.75,33.0,30.625,32.25,29.75,2.5,0.1875,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1269,AB,False,3.0,3.125,3.0,34.25,34.0,31.25,30.875,0.375,1.6875,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1269,BA,False,-0.375,-0.5,0.375,28.25,28.125,28.625,28.625,0.125,1.6875,1.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1270,AB,False,2.875,3.25,2.875,34.25,37.0,31.375,33.75,2.75,1.5,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1270,BA,False,-0.125,-0.25,0.125,30.875,30.375,31.0,30.625,0.5,1.5,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1271,AB,False,1.0,1.125,1.0,31.0,32.5,30.0,31.375,1.5,0.25,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1271,BA,False,0.5,0.625,0.5,29.375,31.25,28.875,30.625,1.875,0.25,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1272,AB,False,0.0,0.0,0.0,29.5,29.75,29.5,29.75,0.25,-0.0625,0.0625,False,True
OpenGVLab/InternVL3-8B,python,u3_1272,BA,False,0.125,0.25,0.125,30.875,31.0,30.75,30.75,0.125,-0.0625,0.0625,False,True
OpenGVLab/InternVL3-8B,python,u3_1273,AB,False,2.75,3.0,2.75,33.5,34.0,30.75,31.0,0.5,2.125,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1273,BA,False,-1.5,-1.75,1.5,29.75,29.75,31.25,31.5,0.25,2.125,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1274,AB,False,2.5,2.75,2.5,32.75,35.75,30.25,33.0,3.0,2.5,0.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1274,BA,False,-2.5,-2.5,2.5,31.5,29.75,34.0,32.25,1.75,2.5,0.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1275,AB,False,3.25,3.5,3.25,33.25,36.5,30.0,33.0,3.25,2.25,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1275,BA,False,-1.25,-1.0,1.25,29.25,29.875,30.5,30.875,0.625,2.25,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1276,AB,False,-0.25,-0.5,0.25,31.375,29.125,31.625,29.625,2.25,-0.75,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1276,BA,False,1.25,1.375,1.25,31.25,31.25,30.0,29.875,0.125,-0.75,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1277,AB,False,2.125,2.125,2.125,33.5,33.0,31.375,30.875,0.5,1.0625,1.0625,False,True
OpenGVLab/InternVL3-8B,python,u3_1277,BA,False,0.0,0.125,0.0,29.25,31.375,29.25,31.25,2.125,1.0625,1.0625,False,True
OpenGVLab/InternVL3-8B,python,u3_1278,AB,False,1.0,0.875,1.0,30.625,31.375,29.625,30.5,0.875,0.0625,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1278,BA,False,0.875,0.875,0.875,32.75,32.5,31.875,31.625,0.25,0.0625,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1279,AB,False,2.0,2.0,2.0,32.75,34.25,30.75,32.25,1.5,1.625,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1279,BA,False,-1.25,-1.5,1.25,31.0,29.625,32.25,31.125,1.375,1.625,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1280,AB,False,0.875,1.0,0.875,32.0,33.0,31.125,32.0,1.0,-0.6875,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1280,BA,False,2.25,1.875,2.25,34.75,33.75,32.5,31.875,1.0,-0.6875,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1281,AB,False,0.375,0.5,0.375,31.125,32.0,30.75,31.5,0.875,0.1875,0.1875,False,True
OpenGVLab/InternVL3-8B,python,u3_1281,BA,False,0.0,0.125,0.0,29.25,29.125,29.25,29.0,0.25,0.1875,0.1875,False,True
OpenGVLab/InternVL3-8B,python,u3_1282,AB,False,-0.875,-0.625,0.875,28.5,30.875,29.375,31.5,2.375,-2.125,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1282,BA,False,3.375,3.75,3.375,33.5,36.5,30.125,32.75,3.0,-2.125,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1283,AB,False,1.75,1.75,1.75,31.75,31.75,30.0,30.0,0.0,1.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1283,BA,False,-0.625,-0.5,0.625,30.0,28.625,30.625,29.125,1.5,1.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1284,AB,False,0.5,0.75,0.5,30.0,31.75,29.5,31.0,1.75,-0.4375,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1284,BA,False,1.375,1.375,1.375,31.125,31.625,29.75,30.25,0.5,-0.4375,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1285,AB,False,0.75,0.5,0.75,31.375,32.5,30.625,32.0,1.375,-0.875,1.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1285,BA,False,2.5,2.25,2.5,35.0,34.75,32.5,32.5,0.25,-0.875,1.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1286,AB,False,0.375,0.5,0.375,29.25,30.375,28.875,29.875,1.125,-0.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1286,BA,False,0.75,0.75,0.75,30.375,30.375,29.625,29.625,0.0,-0.1875,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1287,AB,False,0.125,0.0,0.125,30.0,28.875,29.875,28.875,1.125,-0.25,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1287,BA,False,0.625,0.625,0.625,29.875,29.75,29.25,29.125,0.125,-0.25,0.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1288,AB,False,-0.875,-0.875,0.875,29.75,29.25,30.625,30.125,0.5,-2.4375,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1288,BA,False,4.0,3.625,4.0,37.5,35.0,33.5,31.375,2.5,-2.4375,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1289,AB,False,2.375,2.5,2.375,34.25,33.5,31.875,31.0,0.875,1.5,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1289,BA,False,-0.625,-0.625,0.625,28.625,29.375,29.25,30.0,0.75,1.5,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1290,AB,False,1.375,1.25,1.375,33.0,34.0,31.625,32.75,1.125,0.4375,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1290,BA,False,0.5,0.375,0.5,31.625,30.0,31.125,29.625,1.625,0.4375,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1291,AB,False,1.375,1.375,1.375,31.0,32.5,29.625,31.125,1.5,0.6875,0.6875,False,True
OpenGVLab/InternVL3-8B,python,u3_1291,BA,False,0.0,0.0,0.0,30.75,31.25,30.75,31.25,0.5,0.6875,0.6875,False,True
OpenGVLab/InternVL3-8B,python,u3_1292,AB,False,1.25,1.25,1.25,31.375,33.75,30.125,32.5,2.375,0.3125,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1292,BA,False,0.625,0.375,0.625,30.5,31.75,29.875,31.375,1.5,0.3125,0.9375,False,False
OpenGVLab/InternVL3-8B,python,u3_1293,AB,False,-0.25,-0.25,0.25,29.0,29.75,29.25,30.0,0.75,-2.0,1.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1293,BA,False,3.75,3.625,3.75,36.75,34.5,33.0,30.875,2.25,-2.0,1.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1294,AB,False,0.375,0.5,0.375,29.75,30.25,29.375,29.75,0.5,0.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1294,BA,False,0.25,0.25,0.25,29.625,30.875,29.375,30.625,1.25,0.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1295,AB,False,4.375,4.125,4.375,35.75,35.25,31.375,31.125,0.5,2.9375,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1295,BA,False,-1.5,-1.5,1.5,29.125,29.0,30.625,30.5,0.125,2.9375,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1296,AB,False,0.125,0.0,0.125,31.625,31.0,31.5,31.0,0.625,-0.875,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1296,BA,False,1.875,1.875,1.875,31.75,31.875,29.875,30.0,0.125,-0.875,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1297,AB,False,0.625,0.375,0.625,30.875,29.375,30.25,29.0,1.5,-0.0625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1297,BA,False,0.75,0.75,0.75,29.875,31.25,29.125,30.5,1.375,-0.0625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1298,AB,False,0.125,0.0,0.125,30.625,31.25,30.5,31.25,0.75,-1.4375,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1298,BA,False,3.0,2.75,3.0,33.25,35.25,30.25,32.5,2.25,-1.4375,1.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1299,AB,False,2.5,2.5,2.5,34.75,36.0,32.25,33.5,1.25,1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1299,BA,False,-0.25,-0.375,0.25,30.75,29.75,31.0,30.125,1.0,1.375,1.125,False,False
OpenGVLab/InternVL3-8B,python,u3_1300,AB,False,0.875,1.25,0.875,30.125,33.25,29.25,32.0,3.125,0.0,0.875,True,False
OpenGVLab/InternVL3-8B,python,u3_1300,BA,False,0.875,1.25,0.875,31.375,33.25,30.5,32.0,1.875,0.0,0.875,True,False
OpenGVLab/InternVL3-8B,python,u3_1301,AB,False,1.125,1.5,1.125,31.0,34.0,29.875,32.5,3.0,0.5625,0.5625,False,True
OpenGVLab/InternVL3-8B,python,u3_1301,BA,False,0.0,0.125,0.0,29.0,30.375,29.0,30.25,1.375,0.5625,0.5625,False,True
OpenGVLab/InternVL3-8B,python,u3_1302,AB,False,-0.375,-0.375,0.375,29.125,29.25,29.5,29.625,0.125,-0.8125,0.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1302,BA,False,1.25,1.25,1.25,30.625,30.75,29.375,29.5,0.125,-0.8125,0.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1303,AB,False,-0.125,-0.125,0.125,30.5,30.5,30.625,30.625,0.0,-0.875,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1303,BA,False,1.625,1.375,1.625,32.5,33.25,30.875,31.875,1.0,-0.875,0.75,False,False
OpenGVLab/InternVL3-8B,python,u3_1304,AB,False,1.125,1.375,1.125,31.125,33.0,30.0,31.625,1.875,0.8125,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1304,BA,False,-0.5,-0.625,0.5,30.125,28.375,30.625,29.0,1.75,0.8125,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1305,AB,False,1.125,1.0,1.125,32.5,31.125,31.375,30.125,1.375,0.5,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1305,BA,False,0.125,0.375,0.125,28.875,30.5,28.75,30.125,1.625,0.5,0.625,False,False
OpenGVLab/InternVL3-8B,python,u3_1306,AB,False,-0.375,-0.125,0.375,29.375,30.0,29.75,30.125,0.625,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1306,BA,False,1.0,1.0,1.0,30.5,32.25,29.5,31.25,1.75,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1307,AB,False,2.875,2.875,2.875,33.0,33.25,30.125,30.375,0.25,1.625,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1307,BA,False,-0.375,-0.25,0.375,29.125,29.125,29.5,29.375,0.125,1.625,1.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1308,AB,False,1.25,1.25,1.25,32.5,34.25,31.25,33.0,1.75,0.375,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1308,BA,False,0.5,0.25,0.5,32.5,31.875,32.0,31.625,0.625,0.375,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1309,AB,False,3.25,3.25,3.25,35.0,33.25,31.75,30.0,1.75,1.8125,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1309,BA,False,-0.375,-0.375,0.375,29.0,30.0,29.375,30.375,1.0,1.8125,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1310,AB,False,0.25,0.125,0.25,29.5,29.5,29.25,29.375,0.125,-0.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1310,BA,False,0.375,0.375,0.375,30.75,29.5,30.375,29.125,1.25,-0.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,python,u3_1311,AB,False,0.875,1.125,0.875,29.625,29.75,28.75,28.625,0.125,0.375,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1311,BA,False,0.125,0.125,0.125,28.625,29.5,28.5,29.375,0.875,0.375,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1312,AB,False,-1.0,-1.0,1.0,28.75,31.0,29.75,32.0,2.25,-2.0,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1312,BA,False,3.0,3.0,3.0,34.0,33.0,31.0,30.0,1.0,-2.0,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1313,AB,False,-0.875,-1.0,0.875,30.125,28.875,31.0,29.875,1.25,-1.9375,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1313,BA,False,3.0,2.875,3.0,35.0,34.5,32.0,31.625,0.5,-1.9375,1.0625,False,False
OpenGVLab/InternVL3-8B,python,u3_1314,AB,False,-0.125,-0.25,0.125,29.25,29.125,29.375,29.375,0.125,-0.3125,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1314,BA,False,0.5,0.5,0.5,29.875,29.875,29.375,29.375,0.0,-0.3125,0.1875,False,False
OpenGVLab/InternVL3-8B,python,u3_1315,AB,False,0.75,0.75,0.75,31.625,30.625,30.875,29.875,1.0,0.0625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1315,BA,False,0.625,0.25,0.625,31.25,29.75,30.625,29.5,1.5,0.0625,0.6875,False,False
OpenGVLab/InternVL3-8B,python,u3_1316,AB,False,1.375,1.25,1.375,31.0,33.75,29.625,32.5,2.875,0.8125,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1316,BA,False,-0.25,-0.25,0.25,29.75,30.625,30.0,30.875,0.875,0.8125,0.5625,False,False
OpenGVLab/InternVL3-8B,python,u3_1317,AB,False,2.625,2.5,2.625,33.75,35.75,31.125,33.25,2.125,1.75,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1317,BA,False,-0.875,-1.0,0.875,30.375,30.5,31.25,31.5,0.25,1.75,0.875,False,False
OpenGVLab/InternVL3-8B,python,u3_1318,AB,False,-0.5,-0.375,0.5,29.75,31.25,30.25,31.625,1.5,-2.0,1.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1318,BA,False,3.5,3.375,3.5,37.0,34.0,33.5,30.625,3.0,-2.0,1.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1319,AB,False,1.0,1.125,1.0,30.375,32.5,29.375,31.375,2.125,0.75,0.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1319,BA,False,-0.5,-0.5,0.5,28.75,28.875,29.25,29.375,0.125,0.75,0.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1320,AB,False,0.125,0.125,0.125,30.125,29.25,30.0,29.125,0.875,0.375,-0.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1320,BA,False,-0.625,-0.25,0.625,28.375,28.875,29.0,29.125,0.5,0.375,-0.25,False,False
OpenGVLab/InternVL3-8B,python,u3_1321,AB,False,1.5,1.5,1.5,32.25,31.0,30.75,29.5,1.25,1.0,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1321,BA,False,-0.5,-0.5,0.5,30.125,29.375,30.625,29.875,0.75,1.0,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1322,AB,False,0.75,0.625,0.75,29.375,30.25,28.625,29.625,1.0,-0.25,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1322,BA,False,1.25,1.0,1.25,32.75,32.0,31.5,31.0,0.75,-0.25,1.0,False,False
OpenGVLab/InternVL3-8B,python,u3_1323,AB,False,-1.5,-1.5,1.5,28.25,30.5,29.75,32.0,2.25,-2.0,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1323,BA,False,2.5,2.75,2.5,34.75,35.5,32.25,32.75,0.75,-2.0,0.5,False,False
OpenGVLab/InternVL3-8B,python,u3_1324,AB,False,1.0,1.125,1.0,31.625,32.0,30.625,30.875,0.375,-0.375,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1324,BA,False,1.75,1.75,1.75,32.5,33.5,30.75,31.75,1.0,-0.375,1.375,False,False
OpenGVLab/InternVL3-8B,python,u3_1325,AB,True,0.125,-0.125,0.125,29.5,29.375,29.375,29.5,0.125,-1.3125,1.4375,False,False
OpenGVLab/InternVL3-8B,python,u3_1325,BA,False,2.75,3.0,2.75,33.25,35.25,30.5,32.25,2.0,-1.3125,1.4375,False,False
