experiment,model,language,condition,abs_c_decile,n,abs_c_min,abs_c_median,abs_c_max,debiased_accuracy,strict_valid_rate,strict_valid_only_accuracy
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs20__wrap80__lnon,10,100,1.625,1.9375,3.0,0.76,0.99,0.7575757575757576
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,1,100,0.0,0.0625,0.125,0.31,0.04,0.25
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,2,100,0.125,0.1875,0.25,0.55,0.09,0.4444444444444444
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,3,100,0.25,0.3125,0.4375,0.58,0.16,0.6875
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,4,100,0.4375,0.5,0.5625,0.59,0.2,0.4
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.65,0.28,0.6785714285714286
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,6,100,0.6875,0.8125,0.875,0.56,0.5,0.52
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,7,100,0.875,1.0,1.125,0.61,0.63,0.6031746031746031
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,8,100,1.125,1.25,1.375,0.64,0.81,0.6172839506172839
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,9,100,1.375,1.5,1.75,0.65,0.89,0.6292134831460674
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap60__lnon,10,100,1.75,2.03125,3.625,0.71,1.0,0.71
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,1,100,0.0,0.0625,0.125,0.3,0.06,0.3333333333333333
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,2,100,0.125,0.1875,0.25,0.5,0.15,0.5333333333333333
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,3,100,0.25,0.3125,0.375,0.6,0.29,0.6206896551724138
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,4,100,0.375,0.4375,0.5,0.66,0.45,0.6666666666666666
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,5,100,0.5,0.5625,0.625,0.55,0.56,0.5178571428571429
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,6,100,0.625,0.75,0.8125,0.65,0.68,0.6470588235294118
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,7,100,0.8125,0.9375,1.0,0.59,0.76,0.5921052631578947
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,8,100,1.0,1.1875,1.3125,0.64,0.94,0.6382978723404256
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,9,100,1.3125,1.5,1.75,0.67,1.0,0.67
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,mono_light__fs24__wrap80__lnon,10,100,1.75,2.125,3.625,0.74,1.0,0.74
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,1,100,0.0,0.0625,0.125,0.36,0.08,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,2,100,0.125,0.1875,0.25,0.61,0.1,0.9
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,3,100,0.25,0.3125,0.375,0.58,0.23,0.5652173913043478
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,4,100,0.375,0.4375,0.5,0.55,0.39,0.5384615384615384
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,5,100,0.5,0.5625,0.6875,0.62,0.37,0.6486486486486487
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,6,100,0.6875,0.75,0.8125,0.58,0.64,0.546875
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,7,100,0.8125,0.875,1.0,0.63,0.61,0.6065573770491803
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,8,100,1.0,1.1875,1.3125,0.6,0.84,0.6071428571428571
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,9,100,1.3125,1.4375,1.625,0.64,0.97,0.6391752577319587
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap60__lnon,10,100,1.625,2.0,3.0625,0.76,1.0,0.76
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,1,100,0.0,0.0625,0.125,0.43,0.01,0.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,2,100,0.125,0.1875,0.25,0.53,0.11,0.8181818181818182
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,3,100,0.25,0.25,0.3125,0.49,0.23,0.34782608695652173
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,4,100,0.3125,0.4375,0.5,0.6,0.3,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,5,100,0.5,0.53125,0.625,0.64,0.48,0.6666666666666666
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,6,100,0.625,0.6875,0.75,0.54,0.55,0.509090909090909
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,7,100,0.75,0.875,1.0,0.72,0.63,0.746031746031746
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,8,100,1.0,1.125,1.25,0.62,0.86,0.627906976744186
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,9,100,1.25,1.375,1.625,0.67,0.97,0.6701030927835051
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs20__wrap80__lnon,10,100,1.625,1.875,3.125,0.7,1.0,0.7
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,1,100,0.0,0.0625,0.125,0.34,0.04,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,2,100,0.125,0.1875,0.25,0.65,0.1,0.8
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,3,100,0.25,0.375,0.4375,0.57,0.25,0.4
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,4,100,0.4375,0.5,0.5625,0.65,0.3,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.63,0.43,0.6046511627906976
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,6,100,0.6875,0.75,0.875,0.65,0.54,0.6481481481481481
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,7,100,0.875,1.0,1.0625,0.56,0.76,0.5263157894736842
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,8,100,1.0625,1.1875,1.3125,0.61,0.92,0.6086956521739131
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,9,100,1.3125,1.4375,1.6875,0.62,0.95,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap60__lnon,10,100,1.6875,2.0625,3.1875,0.72,0.99,0.7171717171717171
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,1,100,0.0,0.0625,0.125,0.48,0.08,0.875
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,2,100,0.125,0.1875,0.25,0.64,0.24,0.625
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,3,100,0.25,0.3125,0.375,0.48,0.37,0.4864864864864865
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,4,100,0.375,0.4375,0.5,0.61,0.49,0.6326530612244898
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,5,100,0.5,0.5625,0.625,0.59,0.63,0.6031746031746031
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,6,100,0.625,0.6875,0.8125,0.59,0.75,0.5733333333333334
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,7,100,0.8125,0.875,1.0,0.73,0.86,0.7441860465116279
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,8,100,1.0,1.125,1.1875,0.63,0.94,0.6276595744680851
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,9,100,1.1875,1.4375,1.6875,0.64,0.99,0.6464646464646465
grid,Qwen/Qwen2.5-VL-7B-Instruct,java,monokai_dark__fs24__wrap80__lnon,10,100,1.6875,2.0,3.0625,0.72,1.0,0.72
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,1,100,0.0,0.0625,0.125,0.35,0.0,
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,2,100,0.125,0.1875,0.3125,0.48,0.05,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,3,100,0.3125,0.375,0.4375,0.58,0.08,0.625
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,4,100,0.4375,0.5,0.5625,0.52,0.11,0.45454545454545453
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.65,0.22,0.7272727272727273
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,6,100,0.6875,0.8125,0.875,0.67,0.43,0.6046511627906976
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,7,100,0.875,1.0,1.125,0.73,0.61,0.6885245901639344
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,8,100,1.125,1.1875,1.375,0.78,0.77,0.7792207792207793
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,9,100,1.375,1.5,1.6875,0.88,0.88,0.8863636363636364
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap60__lnon,10,100,1.6875,2.0625,3.3125,0.89,0.97,0.8969072164948454
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,1,100,0.0,0.0625,0.125,0.4,0.02,1.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,2,100,0.125,0.1875,0.25,0.58,0.02,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,3,100,0.25,0.375,0.4375,0.61,0.09,0.5555555555555556
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,4,100,0.4375,0.5,0.5,0.64,0.19,0.5263157894736842
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,5,100,0.5,0.625,0.6875,0.6,0.29,0.5862068965517241
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,6,100,0.6875,0.8125,0.875,0.64,0.44,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,7,100,0.875,0.9375,1.0625,0.71,0.52,0.6923076923076923
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,8,100,1.0625,1.15625,1.3125,0.71,0.81,0.7283950617283951
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,9,100,1.3125,1.5,1.6875,0.9,0.9,0.8888888888888888
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs20__wrap80__lnon,10,100,1.6875,1.9375,3.5,0.93,0.96,0.9375
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,1,100,0.0,0.0625,0.125,0.37,0.01,0.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,2,100,0.125,0.1875,0.25,0.49,0.03,1.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,3,100,0.3125,0.34375,0.4375,0.57,0.13,0.46153846153846156
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,4,100,0.4375,0.5,0.5625,0.54,0.13,0.46153846153846156
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.62,0.24,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,6,100,0.6875,0.8125,0.875,0.66,0.45,0.7111111111111111
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,7,100,0.875,1.0,1.125,0.7,0.63,0.7142857142857143
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,8,100,1.125,1.1875,1.375,0.79,0.71,0.7887323943661971
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,9,100,1.375,1.5625,1.8125,0.82,0.93,0.8172043010752689
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap60__lnon,10,100,1.8125,2.0,3.25,0.91,0.96,0.90625
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,1,100,0.0,0.0625,0.125,0.42,0.02,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,2,100,0.125,0.1875,0.25,0.51,0.11,0.36363636363636365
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,3,100,0.25,0.3125,0.375,0.68,0.23,0.6521739130434783
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,4,100,0.375,0.4375,0.5,0.57,0.24,0.5416666666666666
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,5,100,0.5,0.5625,0.6875,0.67,0.42,0.5714285714285714
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,6,100,0.6875,0.75,0.8125,0.67,0.58,0.6206896551724138
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,7,100,0.8125,0.875,1.0,0.71,0.74,0.6351351351351351
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,8,100,1.0,1.125,1.25,0.66,0.83,0.6626506024096386
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,9,100,1.25,1.375,1.5625,0.79,0.93,0.7956989247311828
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,friendly_light__fs24__wrap80__lnon,10,100,1.5625,1.875,3.125,0.92,1.0,0.92
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,1,100,0.0,0.0625,0.125,0.41,0.01,1.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,2,100,0.125,0.1875,0.25,0.57,0.05,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,3,100,0.25,0.375,0.4375,0.48,0.09,0.4444444444444444
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,4,100,0.4375,0.5,0.5625,0.55,0.17,0.47058823529411764
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.52,0.28,0.5357142857142857
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,6,100,0.6875,0.8125,0.875,0.64,0.46,0.6304347826086957
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,7,100,0.875,1.0,1.125,0.78,0.58,0.7413793103448276
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,8,100,1.125,1.1875,1.3125,0.78,0.77,0.8311688311688312
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,9,100,1.3125,1.5,1.625,0.87,0.86,0.872093023255814
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap60__lnon,10,100,1.625,2.03125,3.25,0.92,0.99,0.9292929292929293
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,1,100,0.0,0.0625,0.125,0.44,0.02,1.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,2,100,0.125,0.1875,0.25,0.58,0.06,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,3,100,0.25,0.3125,0.375,0.55,0.11,0.6363636363636364
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,4,100,0.375,0.4375,0.5,0.56,0.15,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,5,100,0.5,0.625,0.6875,0.64,0.26,0.7307692307692307
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,6,100,0.6875,0.75,0.875,0.64,0.46,0.5869565217391305
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,7,100,0.875,1.0,1.0625,0.7,0.62,0.7096774193548387
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,8,100,1.0625,1.1875,1.3125,0.8,0.73,0.7808219178082192
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,9,100,1.3125,1.5625,1.75,0.86,0.88,0.8636363636363636
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs20__wrap80__lnon,10,100,1.75,2.0625,2.875,0.96,1.0,0.96
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,1,100,0.0,0.0625,0.125,0.41,0.0,
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,2,100,0.125,0.1875,0.25,0.47,0.0,
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,3,100,0.25,0.3125,0.4375,0.52,0.07,0.14285714285714285
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,4,100,0.4375,0.5,0.5625,0.54,0.12,0.5833333333333334
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.64,0.31,0.5483870967741935
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,6,100,0.6875,0.8125,0.875,0.59,0.4,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,7,100,0.875,1.0,1.0625,0.66,0.54,0.6481481481481481
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,8,100,1.0625,1.1875,1.3125,0.82,0.71,0.8450704225352113
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,9,100,1.3125,1.4375,1.6875,0.84,0.8,0.8625
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap60__lnon,10,100,1.6875,2.0,3.0625,0.89,0.99,0.8888888888888888
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,1,100,0.0,0.0625,0.125,0.47,0.02,1.0
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,2,100,0.125,0.1875,0.25,0.52,0.11,0.36363636363636365
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,3,100,0.25,0.3125,0.375,0.54,0.17,0.5882352941176471
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,4,100,0.375,0.5,0.5,0.64,0.3,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,5,100,0.5,0.59375,0.6875,0.57,0.4,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,6,100,0.6875,0.75,0.8125,0.7,0.57,0.7368421052631579
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,7,100,0.8125,0.9375,1.0625,0.73,0.73,0.684931506849315
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,8,100,1.0625,1.125,1.25,0.68,0.82,0.6707317073170732
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,9,100,1.25,1.4375,1.625,0.8,0.92,0.7934782608695652
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,mono_light__fs24__wrap80__lnon,10,100,1.625,1.875,3.125,0.87,0.99,0.8686868686868687
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,1,100,0.0,0.0625,0.125,0.32,0.03,0.3333333333333333
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,2,100,0.125,0.25,0.3125,0.54,0.04,0.25
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,3,100,0.3125,0.3125,0.375,0.56,0.2,0.3
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,4,100,0.4375,0.5,0.5625,0.66,0.15,0.6
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.67,0.32,0.625
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,6,100,0.6875,0.8125,0.875,0.62,0.5,0.68
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,7,100,0.875,1.0,1.0625,0.73,0.72,0.7083333333333334
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,8,100,1.0625,1.1875,1.3125,0.77,0.82,0.7804878048780488
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,9,100,1.3125,1.4375,1.625,0.82,0.93,0.8172043010752689
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap60__lnon,10,100,1.625,1.9375,3.25,0.88,1.0,0.88
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,1,100,0.0,0.0625,0.125,0.39,0.02,0.5
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,2,100,0.125,0.1875,0.25,0.47,0.04,0.25
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,3,100,0.25,0.3125,0.375,0.59,0.07,0.42857142857142855
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,4,100,0.375,0.4375,0.5,0.65,0.14,0.5714285714285714
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,5,100,0.5,0.5625,0.625,0.62,0.32,0.5625
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,6,100,0.625,0.75,0.8125,0.69,0.44,0.6136363636363636
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,7,100,0.8125,0.9375,1.0,0.65,0.55,0.5636363636363636
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,8,100,1.0,1.125,1.25,0.82,0.77,0.8181818181818182
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,9,100,1.25,1.4375,1.625,0.87,0.95,0.8736842105263158
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs20__wrap80__lnon,10,100,1.625,1.9375,3.3125,0.92,1.0,0.92
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,1,100,0.0,0.0625,0.125,0.42,0.0,
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,2,100,0.125,0.1875,0.25,0.5,0.05,0.8
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,3,100,0.25,0.375,0.375,0.64,0.08,0.375
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,4,100,0.375,0.4375,0.5625,0.59,0.17,0.6470588235294118
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,5,100,0.5625,0.625,0.6875,0.57,0.2,0.45
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,6,100,0.6875,0.75,0.875,0.67,0.49,0.6122448979591837
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,7,100,0.875,0.9375,1.0625,0.74,0.7,0.7285714285714285
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,8,100,1.0625,1.15625,1.3125,0.75,0.76,0.7763157894736842
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,9,100,1.3125,1.4375,1.6875,0.83,0.88,0.8295454545454546
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap60__lnon,10,100,1.6875,2.0625,3.1875,0.92,1.0,0.92
grid,Qwen/Qwen2.5-VL-7B-Instruct,python,monokai_dark__fs24__wrap80__lnon,1,100,0.0,0.0625,0.125,0.4,0.04,0.75
