pair_id,language,difficulty,snippet_i,snippet_j,human_preference,valid,strict_choice,strict_correct,margin_AB,margin_BA,c,b,tie_c,boundary,bc_rule_evaluable,bc_valid_prediction,bc_rule_violation,d_choice,d_correct,ab_correct,ba_correct,ocr_correct,selected_model
ext_dorn_python_medium_07354,python,medium,dorn_python_003,dorn_python_075,dorn_python_075,True,dorn_python_003,False,4.75,-4.5,4.625,0.125,False,False,True,True,False,dorn_python_003,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07355,python,medium,dorn_python_052,dorn_python_062,dorn_python_052,False,,False,-8.0,-6.0,-1.0,-7.0,False,False,True,False,False,dorn_python_062,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07356,python,medium,dorn_python_023,dorn_python_091,dorn_python_091,True,dorn_python_091,True,-6.75,11.75,-9.25,2.5,False,False,True,True,False,dorn_python_091,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07357,python,medium,dorn_python_066,dorn_python_080,dorn_python_066,True,dorn_python_080,False,-16.75,14.5,-15.625,-1.125,False,False,True,True,False,dorn_python_080,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07358,python,medium,dorn_python_007,dorn_python_105,dorn_python_105,True,dorn_python_007,False,7.0,-8.0,7.5,-0.5,False,False,True,True,False,dorn_python_007,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07359,python,medium,dorn_python_038,dorn_python_053,dorn_python_053,True,dorn_python_053,True,-3.75,4.75,-4.25,0.5,False,False,True,True,False,dorn_python_053,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07360,python,medium,dorn_python_014,dorn_python_020,dorn_python_014,True,dorn_python_014,True,7.25,-20.25,13.75,-6.5,False,False,True,True,False,dorn_python_014,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07361,python,medium,dorn_python_045,dorn_python_074,dorn_python_045,True,dorn_python_045,True,11.75,-11.0,11.375,0.375,False,False,True,True,False,dorn_python_045,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07362,python,medium,dorn_python_091,dorn_python_095,dorn_python_091,False,,False,-13.0,-5.75,-3.625,-9.375,False,False,True,False,False,dorn_python_095,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07363,python,medium,dorn_python_025,dorn_python_055,dorn_python_055,False,,False,2.25,11.0,-4.375,6.625,False,False,True,False,False,dorn_python_055,True,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07364,python,medium,dorn_python_100,dorn_python_118,dorn_python_118,True,dorn_python_100,False,6.75,-3.0,4.875,1.875,False,False,True,True,False,dorn_python_100,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07365,python,medium,dorn_python_013,dorn_python_035,dorn_python_013,False,,False,-19.75,-1.25,-9.25,-10.5,False,False,True,False,False,dorn_python_035,False,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07366,python,medium,dorn_python_059,dorn_python_063,dorn_python_063,False,,False,-4.0,-4.75,0.375,-4.375,False,False,True,False,False,dorn_python_059,False,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07367,python,medium,dorn_python_086,dorn_python_116,dorn_python_086,False,,False,-6.25,-2.75,-1.75,-4.5,False,False,True,False,False,dorn_python_116,False,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07368,python,medium,dorn_python_069,dorn_python_090,dorn_python_069,True,dorn_python_069,True,4.5,-5.25,4.875,-0.375,False,False,True,True,False,dorn_python_069,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07369,python,medium,dorn_python_002,dorn_python_074,dorn_python_002,False,,False,-0.25,-14.25,7.0,-7.25,False,False,True,False,False,dorn_python_002,True,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07370,python,medium,dorn_python_011,dorn_python_059,dorn_python_011,True,dorn_python_059,False,-4.5,11.25,-7.875,3.375,False,False,True,True,False,dorn_python_059,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07371,python,medium,dorn_python_039,dorn_python_055,dorn_python_039,False,,False,-5.25,-3.0,-1.125,-4.125,False,False,True,False,False,dorn_python_055,False,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07372,python,medium,dorn_python_078,dorn_python_101,dorn_python_101,True,dorn_python_078,False,9.25,-10.0,9.625,-0.375,False,False,True,True,False,dorn_python_078,False,False,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07373,python,medium,dorn_python_034,dorn_python_059,dorn_python_034,True,dorn_python_034,True,13.0,-15.75,14.375,-1.375,False,False,True,True,False,dorn_python_034,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07374,python,medium,dorn_python_083,dorn_python_086,dorn_python_086,False,,False,-11.0,-1.25,-4.875,-6.125,False,False,True,False,False,dorn_python_086,True,True,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07375,python,medium,dorn_python_033,dorn_python_099,dorn_python_033,False,,False,-12.75,-3.0,-4.875,-7.875,False,False,True,False,False,dorn_python_099,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07376,python,medium,dorn_python_010,dorn_python_062,dorn_python_010,True,dorn_python_010,True,14.5,-15.5,15.0,-0.5,False,False,True,True,False,dorn_python_010,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07377,python,medium,dorn_python_087,dorn_python_103,dorn_python_103,True,dorn_python_103,True,-10.5,6.25,-8.375,-2.125,False,False,True,True,False,dorn_python_103,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07378,python,medium,dorn_python_017,dorn_python_036,dorn_python_017,True,dorn_python_036,False,-16.75,6.5,-11.625,-5.125,False,False,True,True,False,dorn_python_036,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07379,python,medium,dorn_python_022,dorn_python_058,dorn_python_022,True,dorn_python_022,True,14.0,-23.5,18.75,-4.75,False,False,True,True,False,dorn_python_022,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07380,python,medium,dorn_python_041,dorn_python_090,dorn_python_041,True,dorn_python_090,False,-18.75,9.75,-14.25,-4.5,False,False,True,True,False,dorn_python_090,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07381,python,medium,dorn_python_025,dorn_python_113,dorn_python_113,True,dorn_python_113,True,-6.0,3.0,-4.5,-1.5,False,False,True,True,False,dorn_python_113,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07382,python,medium,dorn_python_008,dorn_python_083,dorn_python_083,False,,False,0.25,2.25,-1.0,1.25,False,False,True,False,False,dorn_python_083,True,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07383,python,medium,dorn_python_056,dorn_python_102,dorn_python_102,True,dorn_python_102,True,-13.75,2.5,-8.125,-5.625,False,False,True,True,False,dorn_python_102,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07384,python,medium,dorn_python_071,dorn_python_080,dorn_python_080,True,dorn_python_080,True,-20.25,11.25,-15.75,-4.5,False,False,True,True,False,dorn_python_080,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07385,python,medium,dorn_python_077,dorn_python_114,dorn_python_114,True,dorn_python_114,True,-15.25,7.75,-11.5,-3.75,False,False,True,True,False,dorn_python_114,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07386,python,medium,dorn_python_002,dorn_python_031,dorn_python_002,True,dorn_python_002,True,4.25,-14.75,9.5,-5.25,False,False,True,True,False,dorn_python_002,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07387,python,medium,dorn_python_106,dorn_python_111,dorn_python_111,True,dorn_python_111,True,-9.25,5.25,-7.25,-2.0,False,False,True,True,False,dorn_python_111,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07388,python,medium,dorn_python_002,dorn_python_115,dorn_python_002,False,,False,-3.25,-1.5,-0.875,-2.375,False,False,True,False,False,dorn_python_115,False,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07389,python,medium,dorn_python_000,dorn_python_032,dorn_python_032,True,dorn_python_032,True,-6.5,10.5,-8.5,2.0,False,False,True,True,False,dorn_python_032,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07390,python,medium,dorn_python_008,dorn_python_041,dorn_python_041,True,dorn_python_008,False,13.25,-17.5,15.375,-2.125,False,False,True,True,False,dorn_python_008,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07391,python,medium,dorn_python_061,dorn_python_092,dorn_python_092,False,,False,-9.25,-4.0,-2.625,-6.625,False,False,True,False,False,dorn_python_092,True,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07392,python,medium,dorn_python_031,dorn_python_093,dorn_python_093,True,dorn_python_093,True,-5.0,6.75,-5.875,0.875,False,False,True,True,False,dorn_python_093,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07393,python,medium,dorn_python_066,dorn_python_077,dorn_python_066,False,,False,-3.0,-7.5,2.25,-5.25,False,False,True,False,False,dorn_python_066,True,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07394,python,medium,dorn_python_001,dorn_python_007,dorn_python_001,True,dorn_python_007,False,-1.75,3.25,-2.5,0.75,False,False,True,True,False,dorn_python_007,False,False,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07395,python,medium,dorn_python_018,dorn_python_067,dorn_python_067,True,dorn_python_067,True,-13.5,0.75,-7.125,-6.375,False,False,True,True,False,dorn_python_067,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07396,python,medium,dorn_python_075,dorn_python_118,dorn_python_075,True,dorn_python_118,False,-1.5,1.25,-1.375,-0.125,False,False,True,True,False,dorn_python_118,False,False,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07397,python,medium,dorn_python_061,dorn_python_086,dorn_python_086,True,dorn_python_086,True,-12.75,12.5,-12.625,-0.125,False,False,True,True,False,dorn_python_086,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07398,python,medium,dorn_python_013,dorn_python_083,dorn_python_083,False,,False,-2.5,-8.25,2.875,-5.375,False,False,True,False,False,dorn_python_013,False,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07399,python,medium,dorn_python_073,dorn_python_111,dorn_python_073,True,dorn_python_111,False,-11.5,6.5,-9.0,-2.5,False,False,True,True,False,dorn_python_111,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07400,python,medium,dorn_python_042,dorn_python_094,dorn_python_042,True,dorn_python_042,True,6.25,-2.0,4.125,2.125,False,False,True,True,False,dorn_python_042,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07401,python,medium,dorn_python_078,dorn_python_111,dorn_python_078,True,dorn_python_111,False,-9.75,5.0,-7.375,-2.375,False,False,True,True,False,dorn_python_111,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07402,python,medium,dorn_python_081,dorn_python_094,dorn_python_094,False,,False,11.5,4.5,3.5,8.0,False,False,True,False,False,dorn_python_081,False,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07403,python,medium,dorn_python_005,dorn_python_080,dorn_python_005,True,dorn_python_080,False,-13.5,10.75,-12.125,-1.375,False,False,True,True,False,dorn_python_080,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07404,python,medium,dorn_python_056,dorn_python_110,dorn_python_056,True,dorn_python_056,True,17.75,-18.75,18.25,-0.5,False,False,True,True,False,dorn_python_056,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07405,python,medium,dorn_python_067,dorn_python_087,dorn_python_067,False,,False,-1.75,-9.25,3.75,-5.5,False,False,True,False,False,dorn_python_067,True,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07406,python,medium,dorn_python_100,dorn_python_104,dorn_python_100,True,dorn_python_100,True,2.0,-1.0,1.5,0.5,False,False,True,True,False,dorn_python_100,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07407,python,medium,dorn_python_064,dorn_python_101,dorn_python_101,True,dorn_python_064,False,1.5,-8.0,4.75,-3.25,False,False,True,True,False,dorn_python_064,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07408,python,medium,dorn_python_080,dorn_python_099,dorn_python_080,True,dorn_python_080,True,8.5,-21.25,14.875,-6.375,False,False,True,True,False,dorn_python_080,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07409,python,medium,dorn_python_057,dorn_python_092,dorn_python_092,False,,False,-7.5,-0.5,-3.5,-4.0,False,False,True,False,False,dorn_python_092,True,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07410,python,medium,dorn_python_046,dorn_python_097,dorn_python_097,True,dorn_python_097,True,-14.5,2.5,-8.5,-6.0,False,False,True,True,False,dorn_python_097,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07411,python,medium,dorn_python_030,dorn_python_057,dorn_python_030,True,dorn_python_030,True,8.5,-6.75,7.625,0.875,False,False,True,True,False,dorn_python_030,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07412,python,medium,dorn_python_036,dorn_python_096,dorn_python_096,False,,False,-4.75,-6.0,0.625,-5.375,False,False,True,False,False,dorn_python_036,False,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07413,python,medium,dorn_python_024,dorn_python_048,dorn_python_048,True,dorn_python_024,False,6.5,-7.0,6.75,-0.25,False,False,True,True,False,dorn_python_024,False,False,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07414,python,medium,dorn_python_005,dorn_python_118,dorn_python_005,True,dorn_python_005,True,8.5,-12.0,10.25,-1.75,False,False,True,True,False,dorn_python_005,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07415,python,medium,dorn_python_047,dorn_python_118,dorn_python_047,True,dorn_python_047,True,14.0,-13.75,13.875,0.125,False,False,True,True,False,dorn_python_047,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07416,python,medium,dorn_python_074,dorn_python_099,dorn_python_074,True,dorn_python_099,False,-4.75,0.0,-2.375,-2.375,False,True,False,False,False,dorn_python_099,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07417,python,medium,dorn_python_017,dorn_python_069,dorn_python_069,True,dorn_python_069,True,-18.25,10.75,-14.5,-3.75,False,False,True,True,False,dorn_python_069,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07418,python,medium,dorn_python_057,dorn_python_067,dorn_python_067,True,dorn_python_067,True,-1.5,1.25,-1.375,-0.125,False,False,True,True,False,dorn_python_067,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07419,python,medium,dorn_python_024,dorn_python_052,dorn_python_052,False,,False,-4.25,-7.75,1.75,-6.0,False,False,True,False,False,dorn_python_024,False,True,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07420,python,medium,dorn_python_023,dorn_python_105,dorn_python_105,True,dorn_python_105,True,-6.0,3.75,-4.875,-1.125,False,False,True,True,False,dorn_python_105,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07421,python,medium,dorn_python_023,dorn_python_065,dorn_python_065,False,,False,-18.5,-1.0,-8.75,-9.75,False,False,True,False,False,dorn_python_065,True,True,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07422,python,medium,dorn_python_035,dorn_python_106,dorn_python_035,True,dorn_python_035,True,15.25,-21.75,18.5,-3.25,False,False,True,True,False,dorn_python_035,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07423,python,medium,dorn_python_000,dorn_python_057,dorn_python_057,False,,False,7.0,3.25,1.875,5.125,False,False,True,False,False,dorn_python_000,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07424,python,medium,dorn_python_022,dorn_python_098,dorn_python_022,True,dorn_python_022,True,14.75,-23.75,19.25,-4.5,False,False,True,True,False,dorn_python_022,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07425,python,medium,dorn_python_062,dorn_python_087,dorn_python_087,False,,False,-13.25,-3.5,-4.875,-8.375,False,False,True,False,False,dorn_python_087,True,True,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07426,python,medium,dorn_python_004,dorn_python_053,dorn_python_053,True,dorn_python_053,True,-3.5,0.0,-1.75,-1.75,False,True,False,False,False,dorn_python_053,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07427,python,medium,dorn_python_086,dorn_python_087,dorn_python_086,True,dorn_python_086,True,11.0,-14.0,12.5,-1.5,False,False,True,True,False,dorn_python_086,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07428,python,medium,dorn_python_031,dorn_python_085,dorn_python_031,False,,False,-0.5,-11.75,5.625,-6.125,False,False,True,False,False,dorn_python_031,True,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07429,python,medium,dorn_python_022,dorn_python_083,dorn_python_022,True,dorn_python_022,True,9.5,-16.25,12.875,-3.375,False,False,True,True,False,dorn_python_022,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07430,python,medium,dorn_python_047,dorn_python_086,dorn_python_086,False,,False,9.5,0.0,4.75,4.75,False,True,False,False,False,dorn_python_047,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07431,python,medium,dorn_python_044,dorn_python_094,dorn_python_044,True,dorn_python_044,True,0.0,-0.75,0.375,-0.375,False,True,False,False,False,dorn_python_044,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07432,python,medium,dorn_python_061,dorn_python_103,dorn_python_103,True,dorn_python_103,True,-13.0,2.25,-7.625,-5.375,False,False,True,True,False,dorn_python_103,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07433,python,medium,dorn_python_016,dorn_python_080,dorn_python_080,True,dorn_python_080,True,-18.25,14.25,-16.25,-2.0,False,False,True,True,False,dorn_python_080,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07434,python,medium,dorn_python_037,dorn_python_101,dorn_python_101,True,dorn_python_037,False,12.25,-14.5,13.375,-1.125,False,False,True,True,False,dorn_python_037,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07435,python,medium,dorn_python_090,dorn_python_099,dorn_python_090,True,dorn_python_090,True,8.0,-13.5,10.75,-2.75,False,False,True,True,False,dorn_python_090,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07436,python,medium,dorn_python_041,dorn_python_094,dorn_python_041,True,dorn_python_094,False,-21.5,7.25,-14.375,-7.125,False,False,True,True,False,dorn_python_094,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07437,python,medium,dorn_python_080,dorn_python_114,dorn_python_114,True,dorn_python_080,False,7.0,-16.25,11.625,-4.625,False,False,True,True,False,dorn_python_080,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07438,python,medium,dorn_python_061,dorn_python_072,dorn_python_061,False,,False,-7.0,-5.75,-0.625,-6.375,False,False,True,False,False,dorn_python_072,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07439,python,medium,dorn_python_058,dorn_python_116,dorn_python_116,True,dorn_python_116,True,-19.25,8.75,-14.0,-5.25,False,False,True,True,False,dorn_python_116,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07440,python,medium,dorn_python_057,dorn_python_063,dorn_python_063,False,,False,-9.0,-3.5,-2.75,-6.25,False,False,True,False,False,dorn_python_063,True,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07441,python,medium,dorn_python_044,dorn_python_090,dorn_python_044,True,dorn_python_044,True,5.75,-6.75,6.25,-0.5,False,False,True,True,False,dorn_python_044,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07442,python,medium,dorn_python_033,dorn_python_036,dorn_python_033,True,dorn_python_036,False,-16.25,0.5,-8.375,-7.875,False,False,True,True,False,dorn_python_036,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07443,python,medium,dorn_python_041,dorn_python_088,dorn_python_088,True,dorn_python_088,True,-9.5,7.5,-8.5,-1.0,False,False,True,True,False,dorn_python_088,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07444,python,medium,dorn_python_060,dorn_python_065,dorn_python_060,False,,False,-7.75,-5.0,-1.375,-6.375,False,False,True,False,False,dorn_python_065,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07445,python,medium,dorn_python_060,dorn_python_080,dorn_python_060,True,dorn_python_080,False,-6.5,8.75,-7.625,1.125,False,False,True,True,False,dorn_python_080,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07446,python,medium,dorn_python_056,dorn_python_101,dorn_python_101,True,dorn_python_056,False,12.0,-14.75,13.375,-1.375,False,False,True,True,False,dorn_python_056,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07447,python,medium,dorn_python_034,dorn_python_040,dorn_python_034,True,dorn_python_034,True,12.75,-13.75,13.25,-0.5,False,False,True,True,False,dorn_python_034,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07448,python,medium,dorn_python_084,dorn_python_108,dorn_python_108,False,,False,-0.5,-6.5,3.0,-3.5,False,False,True,False,False,dorn_python_084,False,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07449,python,medium,dorn_python_026,dorn_python_055,dorn_python_055,True,dorn_python_055,True,-16.75,11.25,-14.0,-2.75,False,False,True,True,False,dorn_python_055,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07450,python,medium,dorn_python_012,dorn_python_090,dorn_python_012,True,dorn_python_090,False,-4.0,5.25,-4.625,0.625,False,False,True,True,False,dorn_python_090,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07451,python,medium,dorn_python_052,dorn_python_064,dorn_python_052,True,dorn_python_064,False,-7.25,2.75,-5.0,-2.25,False,False,True,True,False,dorn_python_064,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07452,python,medium,dorn_python_001,dorn_python_016,dorn_python_001,True,dorn_python_001,True,12.25,-17.75,15.0,-2.75,False,False,True,True,False,dorn_python_001,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07453,python,medium,dorn_python_014,dorn_python_076,dorn_python_014,True,dorn_python_014,True,12.0,-20.25,16.125,-4.125,False,False,True,True,False,dorn_python_014,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07454,python,medium,dorn_python_051,dorn_python_063,dorn_python_063,True,dorn_python_063,True,-9.5,2.0,-5.75,-3.75,False,False,True,True,False,dorn_python_063,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07455,python,medium,dorn_python_025,dorn_python_048,dorn_python_048,True,dorn_python_025,False,13.0,-7.5,10.25,2.75,False,False,True,True,False,dorn_python_025,False,False,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07456,python,medium,dorn_python_031,dorn_python_058,dorn_python_058,True,dorn_python_031,False,3.0,-17.5,10.25,-7.25,False,False,True,True,False,dorn_python_031,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07457,python,medium,dorn_python_038,dorn_python_087,dorn_python_087,False,,False,-7.0,-0.75,-3.125,-3.875,False,False,True,False,False,dorn_python_087,True,True,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07458,python,medium,dorn_python_018,dorn_python_108,dorn_python_108,False,,False,-11.25,-1.25,-5.0,-6.25,False,False,True,False,False,dorn_python_108,True,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07459,python,medium,dorn_python_075,dorn_python_092,dorn_python_092,False,,False,-8.75,-4.25,-2.25,-6.5,False,False,True,False,False,dorn_python_092,True,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07460,python,medium,dorn_python_033,dorn_python_061,dorn_python_061,False,,False,-18.0,-1.25,-8.375,-9.625,False,False,True,False,False,dorn_python_061,True,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07461,python,medium,dorn_python_002,dorn_python_108,dorn_python_108,True,dorn_python_002,False,4.5,-9.25,6.875,-2.375,False,False,True,True,False,dorn_python_002,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07462,python,medium,dorn_python_047,dorn_python_103,dorn_python_103,True,dorn_python_047,False,17.5,-8.75,13.125,4.375,False,False,True,True,False,dorn_python_047,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07463,python,medium,dorn_python_009,dorn_python_115,dorn_python_009,True,dorn_python_115,False,-7.5,3.0,-5.25,-2.25,False,False,True,True,False,dorn_python_115,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07464,python,medium,dorn_python_048,dorn_python_090,dorn_python_048,True,dorn_python_090,False,-15.25,17.0,-16.125,0.875,False,False,True,True,False,dorn_python_090,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07465,python,medium,dorn_python_000,dorn_python_114,dorn_python_114,True,dorn_python_114,True,-11.75,6.5,-9.125,-2.625,False,False,True,True,False,dorn_python_114,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07466,python,medium,dorn_python_069,dorn_python_093,dorn_python_069,False,,False,9.75,7.25,1.25,8.5,False,False,True,False,False,dorn_python_069,True,True,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07467,python,medium,dorn_python_020,dorn_python_077,dorn_python_077,False,,False,-4.75,-14.5,4.875,-9.625,False,False,True,False,False,dorn_python_020,False,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07468,python,medium,dorn_python_042,dorn_python_112,dorn_python_042,True,dorn_python_042,True,3.5,-18.25,10.875,-7.375,False,False,True,True,False,dorn_python_042,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07469,python,medium,dorn_python_037,dorn_python_055,dorn_python_055,True,dorn_python_037,False,11.0,-8.0,9.5,1.5,False,False,True,True,False,dorn_python_037,False,False,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07470,python,medium,dorn_python_069,dorn_python_094,dorn_python_069,False,,False,2.0,10.75,-4.375,6.375,False,False,True,False,False,dorn_python_094,False,True,False,True,gradient_boosting_regressor
ext_dorn_python_medium_07471,python,medium,dorn_python_008,dorn_python_009,dorn_python_009,False,,False,-5.25,-2.0,-1.625,-3.625,False,False,True,False,False,dorn_python_009,True,True,False,False,gradient_boosting_regressor
ext_dorn_python_medium_07472,python,medium,dorn_python_067,dorn_python_109,dorn_python_067,False,,False,-3.75,-0.25,-1.75,-2.0,False,False,True,False,False,dorn_python_109,False,False,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07473,python,medium,dorn_python_082,dorn_python_112,dorn_python_082,True,dorn_python_082,True,12.5,-9.75,11.125,1.375,False,False,True,True,False,dorn_python_082,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07474,python,medium,dorn_python_017,dorn_python_018,dorn_python_018,True,dorn_python_018,True,-13.0,5.75,-9.375,-3.625,False,False,True,True,False,dorn_python_018,True,True,True,True,gradient_boosting_regressor
ext_dorn_python_medium_07475,python,medium,dorn_python_059,dorn_python_078,dorn_python_059,False,,False,-0.75,-6.25,2.75,-3.5,False,False,True,False,False,dorn_python_059,True,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07476,python,medium,dorn_python_044,dorn_python_103,dorn_python_103,False,,False,5.25,0.75,2.25,3.0,False,False,True,False,False,dorn_python_044,False,False,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07477,python,medium,dorn_python_020,dorn_python_056,dorn_python_056,True,dorn_python_056,True,-16.25,0.0,-8.125,-8.125,False,True,False,False,False,dorn_python_056,True,True,True,False,gradient_boosting_regressor
ext_dorn_python_medium_07478,python,medium,dorn_python_017,dorn_python_082,dorn_python_082,True,dorn_python_082,True,-12.0,13.0,-12.5,0.5,False,False,True,True,False,dorn_python_082,True,True,True,True,gradient_boosting_regressor
