contrast_id,base_id,rq0_id,language,score_stratum,variant_i,variant_j,contrast_type,preference_target_variant
rq3g_python_027__c1,rq3g_python_027,dorn_python_115,python,low,golden,ugly_gold,visual_only_gold,golden
rq3g_python_027__c2,rq3g_python_027,dorn_python_115,python,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_027__c3,rq3g_python_027,dorn_python_115,python,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_027__c4,rq3g_python_027,dorn_python_115,python,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_027__c5,rq3g_python_027,dorn_python_115,python,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_027__c6,rq3g_python_027,dorn_python_115,python,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_028__c1,rq3g_python_028,dorn_python_056,python,low,golden,ugly_gold,visual_only_gold,golden
rq3g_python_028__c2,rq3g_python_028,dorn_python_056,python,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_028__c3,rq3g_python_028,dorn_python_056,python,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_028__c4,rq3g_python_028,dorn_python_056,python,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_028__c5,rq3g_python_028,dorn_python_056,python,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_028__c6,rq3g_python_028,dorn_python_056,python,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_029__c1,rq3g_python_029,dorn_python_000,python,low,golden,ugly_gold,visual_only_gold,golden
rq3g_python_029__c2,rq3g_python_029,dorn_python_000,python,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_029__c3,rq3g_python_029,dorn_python_000,python,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_029__c4,rq3g_python_029,dorn_python_000,python,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_029__c5,rq3g_python_029,dorn_python_000,python,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_029__c6,rq3g_python_029,dorn_python_000,python,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_030__c1,rq3g_python_030,dorn_python_004,python,low,golden,ugly_gold,visual_only_gold,golden
rq3g_python_030__c2,rq3g_python_030,dorn_python_004,python,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_030__c3,rq3g_python_030,dorn_python_004,python,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_030__c4,rq3g_python_030,dorn_python_004,python,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_030__c5,rq3g_python_030,dorn_python_004,python,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_030__c6,rq3g_python_030,dorn_python_004,python,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_031__c1,rq3g_python_031,dorn_python_074,python,low,golden,ugly_gold,visual_only_gold,golden
rq3g_python_031__c2,rq3g_python_031,dorn_python_074,python,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_031__c3,rq3g_python_031,dorn_python_074,python,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_031__c4,rq3g_python_031,dorn_python_074,python,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_031__c5,rq3g_python_031,dorn_python_074,python,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_031__c6,rq3g_python_031,dorn_python_074,python,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_032__c1,rq3g_python_032,dorn_python_014,python,low,golden,ugly_gold,visual_only_gold,golden
rq3g_python_032__c2,rq3g_python_032,dorn_python_014,python,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_032__c3,rq3g_python_032,dorn_python_014,python,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_032__c4,rq3g_python_032,dorn_python_014,python,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_032__c5,rq3g_python_032,dorn_python_014,python,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_032__c6,rq3g_python_032,dorn_python_014,python,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_033__c1,rq3g_python_033,dorn_python_064,python,low,golden,ugly_gold,visual_only_gold,golden
rq3g_python_033__c2,rq3g_python_033,dorn_python_064,python,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_033__c3,rq3g_python_033,dorn_python_064,python,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_033__c4,rq3g_python_033,dorn_python_064,python,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_033__c5,rq3g_python_033,dorn_python_064,python,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_033__c6,rq3g_python_033,dorn_python_064,python,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_034__c1,rq3g_python_034,dorn_python_008,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_034__c2,rq3g_python_034,dorn_python_008,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_034__c3,rq3g_python_034,dorn_python_008,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_034__c4,rq3g_python_034,dorn_python_008,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_034__c5,rq3g_python_034,dorn_python_008,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_034__c6,rq3g_python_034,dorn_python_008,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_035__c1,rq3g_python_035,dorn_python_112,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_035__c2,rq3g_python_035,dorn_python_112,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_035__c3,rq3g_python_035,dorn_python_112,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_035__c4,rq3g_python_035,dorn_python_112,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_035__c5,rq3g_python_035,dorn_python_112,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_035__c6,rq3g_python_035,dorn_python_112,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_036__c1,rq3g_python_036,dorn_python_013,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_036__c2,rq3g_python_036,dorn_python_013,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_036__c3,rq3g_python_036,dorn_python_013,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_036__c4,rq3g_python_036,dorn_python_013,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_036__c5,rq3g_python_036,dorn_python_013,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_036__c6,rq3g_python_036,dorn_python_013,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_037__c1,rq3g_python_037,dorn_python_078,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_037__c2,rq3g_python_037,dorn_python_078,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_037__c3,rq3g_python_037,dorn_python_078,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_037__c4,rq3g_python_037,dorn_python_078,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_037__c5,rq3g_python_037,dorn_python_078,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_037__c6,rq3g_python_037,dorn_python_078,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_038__c1,rq3g_python_038,dorn_python_017,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_038__c2,rq3g_python_038,dorn_python_017,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_038__c3,rq3g_python_038,dorn_python_017,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_038__c4,rq3g_python_038,dorn_python_017,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_038__c5,rq3g_python_038,dorn_python_017,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_038__c6,rq3g_python_038,dorn_python_017,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_039__c1,rq3g_python_039,dorn_python_090,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_039__c2,rq3g_python_039,dorn_python_090,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_039__c3,rq3g_python_039,dorn_python_090,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_039__c4,rq3g_python_039,dorn_python_090,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_039__c5,rq3g_python_039,dorn_python_090,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_039__c6,rq3g_python_039,dorn_python_090,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_040__c1,rq3g_python_040,dorn_python_105,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_040__c2,rq3g_python_040,dorn_python_105,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_040__c3,rq3g_python_040,dorn_python_105,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_040__c4,rq3g_python_040,dorn_python_105,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_040__c5,rq3g_python_040,dorn_python_105,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_040__c6,rq3g_python_040,dorn_python_105,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_041__c1,rq3g_python_041,dorn_python_026,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_041__c2,rq3g_python_041,dorn_python_026,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_041__c3,rq3g_python_041,dorn_python_026,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_041__c4,rq3g_python_041,dorn_python_026,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_041__c5,rq3g_python_041,dorn_python_026,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_041__c6,rq3g_python_041,dorn_python_026,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_042__c1,rq3g_python_042,dorn_python_080,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_042__c2,rq3g_python_042,dorn_python_080,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_042__c3,rq3g_python_042,dorn_python_080,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_042__c4,rq3g_python_042,dorn_python_080,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_042__c5,rq3g_python_042,dorn_python_080,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_042__c6,rq3g_python_042,dorn_python_080,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_043__c1,rq3g_python_043,dorn_python_003,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_043__c2,rq3g_python_043,dorn_python_003,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_043__c3,rq3g_python_043,dorn_python_003,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_043__c4,rq3g_python_043,dorn_python_003,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_043__c5,rq3g_python_043,dorn_python_003,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_043__c6,rq3g_python_043,dorn_python_003,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_044__c1,rq3g_python_044,dorn_python_062,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_044__c2,rq3g_python_044,dorn_python_062,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_044__c3,rq3g_python_044,dorn_python_062,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_044__c4,rq3g_python_044,dorn_python_062,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_044__c5,rq3g_python_044,dorn_python_062,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_044__c6,rq3g_python_044,dorn_python_062,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_045__c1,rq3g_python_045,dorn_python_065,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_045__c2,rq3g_python_045,dorn_python_065,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_045__c3,rq3g_python_045,dorn_python_065,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_045__c4,rq3g_python_045,dorn_python_065,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_045__c5,rq3g_python_045,dorn_python_065,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_045__c6,rq3g_python_045,dorn_python_065,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_046__c1,rq3g_python_046,dorn_python_001,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_046__c2,rq3g_python_046,dorn_python_001,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_046__c3,rq3g_python_046,dorn_python_001,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_046__c4,rq3g_python_046,dorn_python_001,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_046__c5,rq3g_python_046,dorn_python_001,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_046__c6,rq3g_python_046,dorn_python_001,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_047__c1,rq3g_python_047,dorn_python_117,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_047__c2,rq3g_python_047,dorn_python_117,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_047__c3,rq3g_python_047,dorn_python_117,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_047__c4,rq3g_python_047,dorn_python_117,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_047__c5,rq3g_python_047,dorn_python_117,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_047__c6,rq3g_python_047,dorn_python_117,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_048__c1,rq3g_python_048,dorn_python_091,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_048__c2,rq3g_python_048,dorn_python_091,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_048__c3,rq3g_python_048,dorn_python_091,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_048__c4,rq3g_python_048,dorn_python_091,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_048__c5,rq3g_python_048,dorn_python_091,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_048__c6,rq3g_python_048,dorn_python_091,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_049__c1,rq3g_python_049,dorn_python_096,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_049__c2,rq3g_python_049,dorn_python_096,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_049__c3,rq3g_python_049,dorn_python_096,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_049__c4,rq3g_python_049,dorn_python_096,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_049__c5,rq3g_python_049,dorn_python_096,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_049__c6,rq3g_python_049,dorn_python_096,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_050__c1,rq3g_python_050,dorn_python_093,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_050__c2,rq3g_python_050,dorn_python_093,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_050__c3,rq3g_python_050,dorn_python_093,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_050__c4,rq3g_python_050,dorn_python_093,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_050__c5,rq3g_python_050,dorn_python_093,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_050__c6,rq3g_python_050,dorn_python_093,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_051__c1,rq3g_python_051,dorn_python_028,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_051__c2,rq3g_python_051,dorn_python_028,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_051__c3,rq3g_python_051,dorn_python_028,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_051__c4,rq3g_python_051,dorn_python_028,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_051__c5,rq3g_python_051,dorn_python_028,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_051__c6,rq3g_python_051,dorn_python_028,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_052__c1,rq3g_python_052,dorn_python_040,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_052__c2,rq3g_python_052,dorn_python_040,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_052__c3,rq3g_python_052,dorn_python_040,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_052__c4,rq3g_python_052,dorn_python_040,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_052__c5,rq3g_python_052,dorn_python_040,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_052__c6,rq3g_python_052,dorn_python_040,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_053__c1,rq3g_python_053,dorn_python_024,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_053__c2,rq3g_python_053,dorn_python_024,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_053__c3,rq3g_python_053,dorn_python_024,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_053__c4,rq3g_python_053,dorn_python_024,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_053__c5,rq3g_python_053,dorn_python_024,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_053__c6,rq3g_python_053,dorn_python_024,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_054__c1,rq3g_python_054,dorn_python_046,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_054__c2,rq3g_python_054,dorn_python_046,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_054__c3,rq3g_python_054,dorn_python_046,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_054__c4,rq3g_python_054,dorn_python_046,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_054__c5,rq3g_python_054,dorn_python_046,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_054__c6,rq3g_python_054,dorn_python_046,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_055__c1,rq3g_python_055,dorn_python_098,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_055__c2,rq3g_python_055,dorn_python_098,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_055__c3,rq3g_python_055,dorn_python_098,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_055__c4,rq3g_python_055,dorn_python_098,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_055__c5,rq3g_python_055,dorn_python_098,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_055__c6,rq3g_python_055,dorn_python_098,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_056__c1,rq3g_python_056,dorn_python_058,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_056__c2,rq3g_python_056,dorn_python_058,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_056__c3,rq3g_python_056,dorn_python_058,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_056__c4,rq3g_python_056,dorn_python_058,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_056__c5,rq3g_python_056,dorn_python_058,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_056__c6,rq3g_python_056,dorn_python_058,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_057__c1,rq3g_python_057,dorn_python_084,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_057__c2,rq3g_python_057,dorn_python_084,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_057__c3,rq3g_python_057,dorn_python_084,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_057__c4,rq3g_python_057,dorn_python_084,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_057__c5,rq3g_python_057,dorn_python_084,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_057__c6,rq3g_python_057,dorn_python_084,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_058__c1,rq3g_python_058,dorn_python_068,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_058__c2,rq3g_python_058,dorn_python_068,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_058__c3,rq3g_python_058,dorn_python_068,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_058__c4,rq3g_python_058,dorn_python_068,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_058__c5,rq3g_python_058,dorn_python_068,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_058__c6,rq3g_python_058,dorn_python_068,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_059__c1,rq3g_python_059,dorn_python_051,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_059__c2,rq3g_python_059,dorn_python_051,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_059__c3,rq3g_python_059,dorn_python_051,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_059__c4,rq3g_python_059,dorn_python_051,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_059__c5,rq3g_python_059,dorn_python_051,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_059__c6,rq3g_python_059,dorn_python_051,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_060__c1,rq3g_python_060,dorn_python_109,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_060__c2,rq3g_python_060,dorn_python_109,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_060__c3,rq3g_python_060,dorn_python_109,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_060__c4,rq3g_python_060,dorn_python_109,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_060__c5,rq3g_python_060,dorn_python_109,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_060__c6,rq3g_python_060,dorn_python_109,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_061__c1,rq3g_python_061,dorn_python_002,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_061__c2,rq3g_python_061,dorn_python_002,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_061__c3,rq3g_python_061,dorn_python_002,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_061__c4,rq3g_python_061,dorn_python_002,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_061__c5,rq3g_python_061,dorn_python_002,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_061__c6,rq3g_python_061,dorn_python_002,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_062__c1,rq3g_python_062,dorn_python_009,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_062__c2,rq3g_python_062,dorn_python_009,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_062__c3,rq3g_python_062,dorn_python_009,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_062__c4,rq3g_python_062,dorn_python_009,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_062__c5,rq3g_python_062,dorn_python_009,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_062__c6,rq3g_python_062,dorn_python_009,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_python_063__c1,rq3g_python_063,dorn_python_049,python,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_python_063__c2,rq3g_python_063,dorn_python_049,python,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_python_063__c3,rq3g_python_063,dorn_python_049,python,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_python_063__c4,rq3g_python_063,dorn_python_049,python,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_python_063__c5,rq3g_python_063,dorn_python_049,python,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_python_063__c6,rq3g_python_063,dorn_python_049,python,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
